College ID,Title,Territory,Vizag / Vijayawada,College Code,Country,Zone Id,State,State Code,Region Id,College Category,Reg College ID
669f5b877004b579f4304d9b,"Assam Medial College, Dibrugarh",,,,IN,,Assam,AS,,ug,669f5b877004b579f4304d9b
669f5b877004b579f4304d9c,Autonomous State Medical College Pratapgarh,,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304d9c
669f5b877004b579f4304d9d,Autonomous State Medical College Society Ghazipur,,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304d9d
669f5b877004b579f4304d9e,"Autonomous State Medical College Society, Etah, Uttar Pradesh",,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304d9e
669f5b877004b579f4304d9f,"Autonomous State Medical College Society, Fatehpur",,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304d9f
669f5b877004b579f4304da0,"Autonomous State Medical College Society, Hardoi",,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304da0
669f5b877004b579f4304da1,Maharaja Suheldev Autonomous State Medical College and Maharishi Balark Hospital,,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304da1
669f5b877004b579f4304da2,"Autonomous State Medical College, Siddharthnagar",,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304da2
669f5b877004b579f4304da3,Autonomous State Society Medical College Mirzapur,,,,IN,,Uttar Pradesh,UP,,ug,669f5b877004b579f4304da3
669f5b877004b579f4304da4,"Ayaan Institute of medical sciences, Teaching Hospital & Research Centre, Kanaka Mamidi, R. R. dist",,,,IN,,Telangana,TS,,ug,669f5b877004b579f4304da4
669f5b877004b579f4304da5,"Azeezia Instt of Medical Science,Meeyannoor,Kollam",,,,IN,,Kerala,KL,,ug,669f5b877004b579f4304da5
669f5b877004b579f4304da6,"B J Medical College, Ahmedabad",,,,IN,,Gujarat,GJ,,ug,669f5b877004b579f4304da6
669f5b877004b579f4304da7,"B. J. Govt. Medical College, Pune",,,,IN,,Maharashtra,MH,,ug,669f5b877004b579f4304da7
669f5b877004b579f4304da8,"B.K.L. Walawalkar Rural Medical College, Ratnagiri",,,,IN,,Maharashtra,MH,,ug,669f5b877004b579f4304da8
669f5b877004b579f4304da9,"Banas Medical College and Research Institute, Palanpur, Gujarat",,,,IN,,Gujarat,GJ,,ug,669f5b877004b579f4304da9
669f5b887004b579f4304daa,"Bangalore Medical College and Research Institute, Bangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304daa
669f5b887004b579f4304dab,"Bankura Sammilani Medical College, Bankura",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dab
669f5b887004b579f4304dac,Barasat Government Medical College and Hospital,,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dac
669f5b887004b579f4304dad,"Basaveswara Medical College and Hospital, Chitradurga",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dad
669f5b887004b579f4304dae,"Belagavi Institute of Medical Sciences, Belagavi/Belgaum",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dae
669f5b887004b579f4304daf,"Believers Church Medical College Hospital, Thiruvalla, Kerala",,,,IN,,Kerala,KL,,ug,669f5b887004b579f4304daf
669f5b887004b579f4304db0,"BGS Global Institute of Medical Sciences, Bangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304db0
669f5b887004b579f4304db1,Bhaarat Medical College & Hospital,,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304db1
669f5b887004b579f4304db2,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304db2
669f5b887004b579f4304db3,"Bharati Vidyapeeth University Medical College, Pune",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304db3
669f5b887004b579f4304db4,"Bharatratna Atal Bihari Vajpayee Medical College, Pune",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304db4
669f5b887004b579f4304db5,"Bhaskar Medical College, Yenkapally",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304db5
669f5b887004b579f4304db6,"Bidar Institute of Medical Sciences,Bidar",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304db6
669f5b887004b579f4304db7,Shri Atal Bihari Vajpayee Medical College & Research Institute,,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304db7
669f5b887004b579f4304db8,"BPS Government Medical College for Women, Sonepat",,,,IN,,Haryana,HR,,ug,669f5b887004b579f4304db8
669f5b887004b579f4304db9,"BRD Medical College, Gorakhpur",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304db9
669f5b887004b579f4304dba,"Bundelkhand Medical College, Sagar",,,,IN,,Madhya Pradesh,MP,,ug,669f5b887004b579f4304dba
669f5b887004b579f4304dbb,"Burdwan Medical College, Burdwan",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dbb
669f5b887004b579f4304dbc,"Calcutta National Medical College, Kolkata",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dbc
669f5b887004b579f4304dbd,"Career Instt. Of Medical Sciences & Hospital, Lucknow",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304dbd
669f5b887004b579f4304dbe,"Chalmeda Anand Rao Insttitute Of Medical Sciences, Karimnagar",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304dbe
669f5b887004b579f4304dbf,"Chamrajanagar Institute of Medical Sciences, Karnataka",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dbf
669f5b887004b579f4304dc0,"Chandulal Chandrakar Memorial Medical College, Durg",,,,IN,,Chattisgarh,CG,,ug,669f5b887004b579f4304dc0
669f5b887004b579f4304dc1,"Chengalpattu Medical College, Chengalpattu",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dc1
669f5b887004b579f4304dc2,"Chettinad Hospital & Research Institute, Kanchipuram",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dc2
669f5b887004b579f4304dc3,"Chhattisgarh Institute of Medical Sciences, Bilaspur",,,,IN,,Chattisgarh,CG,,ug,669f5b887004b579f4304dc3
669f5b887004b579f4304dc4,Chikkaballapura Institute of Medical Sciences,,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dc4
669f5b887004b579f4304dc5,"Chikkamagaluru Institute of Medical Sciences, Chikkamagaluru",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dc5
669f5b887004b579f4304dc6,"Chintpurni Medical College, Gurdaspur",,,,IN,,Punjab,PB,,ug,669f5b887004b579f4304dc6
669f5b887004b579f4304dc7,"Chirayu Medical College and Hospital, Bairagarh,Bhopal",,,,IN,,Madhya Pradesh,MP,,ug,669f5b887004b579f4304dc7
669f5b887004b579f4304dc8,"Christian Medical College, Ludhiana",,,,IN,,Punjab,PB,,ug,669f5b887004b579f4304dc8
669f5b887004b579f4304dc9,"Christian Medical College, Vellore",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dc9
669f5b887004b579f4304dca,"Coimbatore Medical College, Coimbatore",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dca
669f5b887004b579f4304dcb,"College of Medicine and JNM Hospital,Kalyani,Nadia",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dcb
669f5b887004b579f4304dcc,"College of Medicine and Sagore Dutta Hospital, Kolkata",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dcc
669f5b887004b579f4304dcd,"Coochbehar Government Medical College & Hospital, Coochbehar, WB",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dcd
669f5b887004b579f4304dce,"CU Shah Medical College, Surendra Nagar",,,,IN,,Gujarat,GJ,,ug,669f5b887004b579f4304dce
669f5b887004b579f4304dcf,"Darbhanga Medical College, Lehriasarai",,,,IN,,Bihar,BR,,ug,669f5b887004b579f4304dcf
669f5b887004b579f4304dd0,"Datta Meghe Medical College, Nagpur",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304dd0
669f5b887004b579f4304dd1,"Dayanand Medical College & Hospital, Ludhiana",,,,IN,,Punjab,PB,,ug,669f5b887004b579f4304dd1
669f5b887004b579f4304dd2,Deben Mahata Government Medical College & Hospital,,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dd2
669f5b887004b579f4304dd3,"Deccan College of Medical Sciences, Hyderabad",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304dd3
669f5b887004b579f4304dd4,"Dhanalakshmi Srinivasan Medical College and Hospital,Perambalur",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dd4
669f5b887004b579f4304dd5,"Dhubri Medical College, Dhubri",,,,IN,,Assam,AS,,ug,669f5b887004b579f4304dd5
669f5b887004b579f4304dd6,"Diamond Harbour Government Medical College and Hospital, West Bengal",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304dd6
669f5b887004b579f4304dd7,"Diphu Medical College & Hospital, Diphu, Assam",,,,IN,,Assam,AS,,ug,669f5b887004b579f4304dd7
669f5b887004b579f4304dd8,"DM Wayanad Institute of Medical Sciences, Wayanad, Kerala",,,,IN,,Kerala,KL,,ug,669f5b887004b579f4304dd8
669f5b887004b579f4304dd9,"Doon Medical College, Dehradun, Uttarakhand",,,,IN,,Uttarakhand,UK,,ug,669f5b887004b579f4304dd9
669f5b887004b579f4304dda,"Dr BR Ambedkar Medical College, Bangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304dda
669f5b887004b579f4304ddb,"Dr SN Medical College, Jodhpur",,,,IN,,Rajasthan,RJ,,ug,669f5b887004b579f4304ddb
669f5b887004b579f4304ddc,"Dr Vaishampayan Memorial Medical College, Solapur",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304ddc
669f5b887004b579f4304ddd,"Dr. B R Ambedkar State Institute of Medical Sciences, SAS Nagar, Mohali",,,,IN,,Punjab,PB,,ug,669f5b887004b579f4304ddd
669f5b887004b579f4304dde,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi",,,,IN,,Delhi,DL,,ug,669f5b887004b579f4304dde
669f5b887004b579f4304ddf,"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304ddf
669f5b887004b579f4304de0,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304de0
669f5b887004b579f4304de1,"Dr. D Y Patil Medical College, Kolhapur",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304de1
669f5b887004b579f4304de2,"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",,,,IN,,Gujarat,GJ,,ug,669f5b887004b579f4304de2
669f5b887004b579f4304de3,Dr. N Y Tasgaonkar Institute of Medical Science,,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304de3
669f5b887004b579f4304de4,"Dr. N.D. Desai Faculty of Medical Science and Research, Nadiad",,,,IN,,Gujarat,GJ,,ug,669f5b887004b579f4304de4
669f5b887004b579f4304de5,"Dr. P.S.I. Medical College , Chinoutpalli",Surendra,Y,,IN,,Andhra Pradesh,AP,,ug,669f5b887004b579f4304de5
669f5b887004b579f4304de6,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College, Amravati",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304de6
669f5b887004b579f4304de7,"Dr. Patnam Mahender Reddy Institute of Medical Sciences, Chevella, Rangareddy",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304de7
669f5b887004b579f4304de8,"Dr. Radhakrishnan Government Medical College, Hamirpur, H.P",,,,IN,,Himachal Pradesh,HP,,ug,669f5b887004b579f4304de8
669f5b887004b579f4304de9,"Dr. Rajendar Prasad Government Medical College, Tanda, H.P",,,,IN,,Himachal Pradesh,HP,,ug,669f5b887004b579f4304de9
669f5b887004b579f4304dea,"Dr. Ram Manohar Lohia Institute of Medical Sciences,Lucknow",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304dea
669f5b887004b579f4304deb,Dr. S S Tantia Medical College Hospital & Research Centre,,,,IN,,Rajasthan,RJ,,ug,669f5b887004b579f4304deb
669f5b887004b579f4304dec,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304dec
669f5b887004b579f4304ded,"Dr. Somervel Memorial CSI Hospital & Medical College, Karakonam, Thiruvananthapuram",,,,IN,,Kerala,KL,,ug,669f5b887004b579f4304ded
669f5b887004b579f4304dee,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304dee
669f5b887004b579f4304def,"Dr. VRK Womens Medical College, Aziznagar",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304def
669f5b887004b579f4304df0,Dr.Kiran C.Patel Medical College and Research Institute,,,,IN,,Gujarat,GJ,,ug,669f5b887004b579f4304df0
669f5b887004b579f4304df1,"Dr.Vasantrao Pawar Med. Col. Hosp. & Research Centre,Nasik (Prev. NDMVP Samaj Medical College)",,,,IN,,Maharashtra,MH,,ug,669f5b887004b579f4304df1
669f5b887004b579f4304df2,"Dumka Medical College, Dighi Dumka",,,,IN,,Jharkhand,JH,,ug,669f5b887004b579f4304df2
669f5b887004b579f4304df3,"East Point College of Medical Sciences & Research Centre, Bangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304df3
669f5b887004b579f4304df4,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304df4
669f5b887004b579f4304df5,"Employees State Insurance Corporation Medical College, Alwar",,,,IN,,Rajasthan,RJ,,ug,669f5b887004b579f4304df5
669f5b887004b579f4304df6,"Employees State Insurance Corporation Medical College, Bangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304df6
669f5b887004b579f4304df7,"Employees State Insurance Corporation Medical College, Faridabad",,,,IN,,Haryana,HR,,ug,669f5b887004b579f4304df7
669f5b887004b579f4304df8,"Employees State Insurance Corporation Medical College, Gulbarga",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304df8
669f5b887004b579f4304df9,"Employees State Insurance Corporation Medical College, Joka, Kolkata",,,,IN,,West Bengal,WB,,ug,669f5b887004b579f4304df9
669f5b887004b579f4304dfa,"Employees State Insurance Corporation Medical College, Patna",,,,IN,,Bihar,BR,,ug,669f5b887004b579f4304dfa
669f5b887004b579f4304dfb,"Era Lucknow Medical College , Lucknow",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304dfb
669f5b887004b579f4304dfc,"ESI-PGIMSR,ESI Hospital,K.K Nagar,Chennai",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dfc
669f5b887004b579f4304dfd,"F.H. Medical College & Hospital, Etamdapur, Agra",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304dfd
669f5b887004b579f4304dfe,"Faculty of Medicine and Health Sciences, Gurgaon (Formarly SGGST Medical College & R Centre,Gurgaon)",,,,IN,,Haryana,HR,,ug,669f5b887004b579f4304dfe
669f5b887004b579f4304dff,"Faculty of Medicine, Sri Lalithambigai Medical College and Hospital",,,,IN,,Tamil Nadu,TN,,ug,669f5b887004b579f4304dff
669f5b887004b579f4304e00,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam",,,,IN,,Assam,AS,,ug,669f5b887004b579f4304e00
669f5b887004b579f4304e01,"Father Mullers Medical College, Mangalore",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304e01
669f5b887004b579f4304e02,"Fathima Instt. of Medical Sciences,Kadapa",,,,IN,,Andhra Pradesh,AP,,ug,669f5b887004b579f4304e02
669f5b887004b579f4304e03,G R Medical College Hospital & Research Centre,,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304e03
669f5b887004b579f4304e04,"G.S. Medical College & Hospital, Hapur, UP",,,,IN,,Uttar Pradesh,UP,,ug,669f5b887004b579f4304e04
669f5b887004b579f4304e05,"Gadag Institute of Medical Sciences, Mallasamudra, Mulgund Road, Gadag",,,,IN,,Karnataka,KA,,ug,669f5b887004b579f4304e05
669f5b887004b579f4304e06,"Gajra Raja Medical College, Gwalior",,,,IN,,Madhya Pradesh,MP,,ug,669f5b887004b579f4304e06
669f5b887004b579f4304e07,"Gandhi Medical College, Bhopal",,,,IN,,Madhya Pradesh,MP,,ug,669f5b887004b579f4304e07
669f5b887004b579f4304e08,"Gandhi Medical College, Secunderabad",,,,IN,,Telangana,TS,,ug,669f5b887004b579f4304e08
669f5b887004b579f4304e09,"Gauhati Medical College, Guwahati",,,,IN,,Assam,AS,,ug,669f5b887004b579f4304e09
669f5b887004b579f4304e0a,"Gautam Buddha Chikitsa Mahavidyalaya, Dehradun",,,,IN,,Uttarakhand,UK,,ug,669f5b887004b579f4304e0a
669f5b897004b579f4304e0b,"Gayathri Vidya Parishad Institute of Health Care & Medical Technology, Visakhapatnam",Indra,Y,,IN,,Andhra Pradesh,AP,,ug,669f5b897004b579f4304e0b
669f5b897004b579f4304e0c,"GCS Medical College, Ahmedabad",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e0c
669f5b897004b579f4304e0d,"Geetanjali Medical College & Hospital,Udaipur",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e0d
669f5b897004b579f4304e0e,"Gian Sagar Medical College & Hospital, Patiala",,,,IN,,Punjab,PB,,ug,669f5b897004b579f4304e0e
669f5b897004b579f4304e0f,"GITAM Institute of Medical Sciences and Research, Visakhapatnam",Surendra,Y,,IN,,Andhra Pradesh,AP,,ug,669f5b897004b579f4304e0f
669f5b897004b579f4304e10,"GMERS Medical College, Dharpur Patan",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e10
669f5b897004b579f4304e11,"GMERS Medical College, Gandhinagar",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e11
669f5b897004b579f4304e12,"GMERS Medical College, Gotri, Vadodara",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e12
669f5b897004b579f4304e13,"GMERS Medical College, Hadiyol, Himmatnagar",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e13
669f5b897004b579f4304e14,"GMERS Medical College, Junagadh",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e14
669f5b897004b579f4304e15,"GMERS Medical College, Navsari",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e15
669f5b897004b579f4304e16,"GMERS Medical College, Rajpipla",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e16
669f5b897004b579f4304e17,"GMERS Medical College, Sola, Ahmedabad",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e17
669f5b897004b579f4304e18,"GMERS Medical College, Vadnagar, Mehsana",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e18
669f5b897004b579f4304e19,"GMERS Medical College, Valsad",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e19
669f5b897004b579f4304e1a,"Goa Medical College, Panaji",,,,IN,,Goa,GA,,ug,669f5b897004b579f4304e1a
669f5b897004b579f4304e1b,"Gouri Devi Institute of Medical Sciences and Hospital, Durgapur",,,,IN,,West Bengal,WB,,ug,669f5b897004b579f4304e1b
669f5b897004b579f4304e1c,"Government Allopathic Medical College, Banda, UP",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e1c
669f5b897004b579f4304e1d,"Government Ariyalur medical College, Tamilnadu",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e1d
669f5b897004b579f4304e1e,"Government Dharmapuri Medical College, Dharmapuri",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e1e
669f5b897004b579f4304e1f,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College)",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e1f
669f5b897004b579f4304e20,"Government Institute of Medical Sciences, Kasna, Greater Noida",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e20
669f5b897004b579f4304e21,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon",,,,IN,,Chattisgarh,CG,,ug,669f5b897004b579f4304e21
669f5b897004b579f4304e22,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad",,,,IN,,Kerala,KL,,ug,669f5b897004b579f4304e22
669f5b897004b579f4304e23,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani",,,,IN,,Uttarakhand,UK,,ug,669f5b897004b579f4304e23
669f5b897004b579f4304e24,"Government Medical College & Associated Hospital, Rajouri, J&K",,,,IN,,Jammu and Kashmir,JK,,ug,669f5b897004b579f4304e24
669f5b897004b579f4304e25,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e25
669f5b897004b579f4304e26,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir",,,,IN,,Odisha,OD,,ug,669f5b897004b579f4304e26
669f5b897004b579f4304e27,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore",,,,IN,,Odisha,OD,,ug,669f5b897004b579f4304e27
669f5b897004b579f4304e28,"Government Medical College & Hospital, Baramati",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e28
669f5b897004b579f4304e29,"Government Medical College & Super facility Hospital, Azamgarh",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e29
669f5b897004b579f4304e2a,"Government Medical College and Hospital, Krishnagiri",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e2a
669f5b897004b579f4304e2b,Government Medical College Kallakurichi,,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e2b
669f5b897004b579f4304e2c,Government Medical College Nagapattinam,,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e2c
669f5b897004b579f4304e2d,Government Medical College Ramanathapuram,,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e2d
669f5b897004b579f4304e2e,"Government Medical College, Akola",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e2e
669f5b897004b579f4304e2f,"Government Medical College, Alibag",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e2f
669f5b897004b579f4304e30,"Government Medical College, Ambikapur (Surguja), Chhattisgarh",,,,IN,,Chattisgarh,CG,,ug,669f5b897004b579f4304e30
669f5b897004b579f4304e31,"Government Medical College, Amritsar",,,,IN,,Punjab,PB,,ug,669f5b897004b579f4304e31
669f5b897004b579f4304e32,"Government Medical College, Ananthapuram",,,,IN,,Andhra Pradesh,AP,,ug,669f5b897004b579f4304e32
669f5b897004b579f4304e33,"Government Medical College, Anantnag",,,,IN,,Jammu and Kashmir,JK,,ug,669f5b897004b579f4304e33
669f5b897004b579f4304e34,"Government Medical College, Aurangabad",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e34
669f5b897004b579f4304e35,"Government Medical College, Badaun",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e35
669f5b897004b579f4304e36,"Government Medical College, Baramulla",,,,IN,,Jammu and Kashmir,JK,,ug,669f5b897004b579f4304e36
669f5b897004b579f4304e37,"Government Medical College, Barmer",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e37
669f5b897004b579f4304e38,"Government Medical College, Bettiah",,,,IN,,Bihar,BR,,ug,669f5b897004b579f4304e38
669f5b897004b579f4304e39,"Government Medical College, Bhadradri Kothagudem",,,,IN,,Telangana,TS,,ug,669f5b897004b579f4304e39
669f5b897004b579f4304e3a,"Government Medical College, Bharatpur, Rajasthan",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e3a
669f5b897004b579f4304e3b,"Government Medical College, Bhavnagar",,,,IN,,Gujarat,GJ,,ug,669f5b897004b579f4304e3b
669f5b897004b579f4304e3c,"Government Medical College, Bhilwara, Rajasthan",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e3c
669f5b897004b579f4304e3d,"Government Medical College, Chandigarh",,,,IN,,Chandigarh,CH,,ug,669f5b897004b579f4304e3d
669f5b897004b579f4304e3e,"Government Medical College, Chandrapur",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e3e
669f5b897004b579f4304e3f,"Government Medical College, Chhindwara, MP",,,,IN,,Madhya Pradesh,MP,,ug,669f5b897004b579f4304e3f
669f5b897004b579f4304e40,"Government Medical College, Chittorgarh",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e40
669f5b897004b579f4304e41,"Government Medical College, Churachandpur",,,,IN,,Manipur,MN,,ug,669f5b897004b579f4304e41
669f5b897004b579f4304e42,"Government Medical College, Churu",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e42
669f5b897004b579f4304e43,"Government Medical College, Datia, MP",,,,IN,,Madhya Pradesh,MP,,ug,669f5b897004b579f4304e43
669f5b897004b579f4304e44,"Government Medical College, Dholpur",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e44
669f5b897004b579f4304e45,"Government Medical College, Dindigul",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e45
669f5b897004b579f4304e46,"Government Medical College, Dungarpur",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e46
669f5b897004b579f4304e47,"Government Medical College, Ernakulam",,,,IN,,Kerala,KL,,ug,669f5b897004b579f4304e47
669f5b897004b579f4304e48,"Government Medical College, Faizabad(Rajarshi Dashrath Autonomous State Medical College,Ayodhya)",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e48
669f5b897004b579f4304e49,"Government Medical College, Firozabad",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e49
669f5b897004b579f4304e4a,"Government Medical College, Gondia",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e4a
669f5b897004b579f4304e4b,"Government Medical College, Jagtial",,,,IN,,Telangana,TS,,ug,669f5b897004b579f4304e4b
669f5b897004b579f4304e4c,"Government Medical College, Jalgaon",,,,IN,,Maharashtra,MH,,ug,669f5b897004b579f4304e4c
669f5b897004b579f4304e4d,"Government Medical College, Jammu",,,,IN,,Jammu and Kashmir,JK,,ug,669f5b897004b579f4304e4d
669f5b897004b579f4304e4e,"Government Medical College, Kanker",,,,IN,,Chattisgarh,CG,,ug,669f5b897004b579f4304e4e
669f5b897004b579f4304e4f,"Government Medical College, Kannauj",,,,IN,,Uttar Pradesh,UP,,ug,669f5b897004b579f4304e4f
669f5b897004b579f4304e50,"Government Medical College, Karur",,,,IN,,Tamil Nadu,TN,,ug,669f5b897004b579f4304e50
669f5b897004b579f4304e51,"Government Medical College, Kathua",,,,IN,,Jammu and Kashmir,JK,,ug,669f5b897004b579f4304e51
669f5b897004b579f4304e52,"Government Medical College, Keonjhar",,,,IN,,Odisha,OD,,ug,669f5b897004b579f4304e52
669f5b897004b579f4304e53,"Government Medical College, Khandwa, MP",,,,IN,,Madhya Pradesh,MP,,ug,669f5b897004b579f4304e53
669f5b897004b579f4304e54,"Government Medical College, Konni",,,,IN,,Kerala,KL,,ug,669f5b897004b579f4304e54
669f5b897004b579f4304e55,"Government Medical College, Korba",,,,IN,,Chattisgarh,CG,,ug,669f5b897004b579f4304e55
669f5b897004b579f4304e56,"Government Medical College, Kota",,,,IN,,Rajasthan,RJ,,ug,669f5b897004b579f4304e56
669f5b897004b579f4304e57,"Government Medical College, Kottayam",,,,IN,,Kerala,KL,,ug,669f5b897004b579f4304e57
